uri,id,label,description,created_at
https://orkg.org/property/P191020,P191020,Abstract Note,,2026-04-20T12:29:53.600089524+02:00
https://orkg.org/property/P97008,P97008,abstract-body metadata,The abstract of the scientific paper abstract,2023-01-28T14:25:39.605355Z
https://orkg.org/property/P97010,P97010,abstract-heading metadata,"The heading of structured abstract (e.g., context, objective, method, etc.)",2023-01-28T14:27:59.988936Z
https://orkg.org/property/P119149,P119149,Abstraction,,2023-08-10T12:13:55.681302+02:00
https://orkg.org/property/P198359,P198359,abstraction level,Specifies the visual representation model used to display scholarly knowledge graphs. It distinguishes between direct structural mappings (triples) and derived visualizations (statistical charts) generated from graph values.,2026-06-09T16:52:09.577301518+02:00
https://orkg.org/property/P174197,P174197,abstraction_mechanism,,2025-05-15T23:17:25.230090511+02:00
https://orkg.org/property/P160016,P160016,Abundance ,"Abundance refers to the quantity or number of a particular element, compound, species, or entity present in a given environment or context. It is a key property used to measure the prevalence, distribution, or concentration of a specific component within a system, which can provide insights into ecological relationships, population dynamics, or the overall health of an ecosystem.",2024-11-25T07:32:01.289581117+01:00
https://orkg.org/property/P41712,P41712,Abundance / density,,2021-09-28T15:22:57.475476+02:00
https://orkg.org/property/P56026,P56026,academic discipline,,2022-05-24T07:35:53.776465Z
https://orkg.org/property/wikidata:P812,wikidata:P812,academic major,,2023-07-22T17:14:36.340307+02:00
https://orkg.org/property/P147062,P147062,ACC/AUC,accuracy scores/area under the curve,2024-06-20T17:41:41.24164418+02:00
https://orkg.org/property/P175054,P175054,accelerometer,The accelerometer predicate represents the sensor used to measure and record movement and activity,2025-07-01T18:39:01.31772004+02:00
https://orkg.org/property/P117083,P117083,acceptance rate,ratio of accepted papers to submitted papers,2023-06-20T15:25:16.297498+02:00
https://orkg.org/property/P117082,P117082,accepted papers,number of accepted papers,2023-06-20T15:23:31.703874+02:00
https://orkg.org/property/P106024,P106024,access control concept,"What access control concepts are used in the model (users, contexts, roles, labels, etc)",2023-03-21T11:15:04.506782Z
https://orkg.org/property/P191022,P191022,Access Date,,2026-04-20T12:29:53.795116702+02:00
https://orkg.org/property/P104003,P104003,Accessibility,Defines the Software Accessibility of given entity,2023-03-09T06:35:12.737392Z
https://orkg.org/property/P130007,P130007,accessibility evaluation tool,accessibility evaluation tool,2023-11-26T15:05:48.71890664+01:00
https://orkg.org/property/P100002,P100002,accessibility levels,,2023-02-28T09:29:05.756044Z
https://orkg.org/property/wikidata:P9494,wikidata:P9494,accessibility statement URL,,2023-05-09T19:45:10.719527+02:00
https://orkg.org/property/P174217,P174217,accessibility_features,https://www.wikidata.org/wiki/Q555097,2025-05-15T23:50:53.877780094+02:00
https://orkg.org/property/P188086,P188086,accessibilityAPI,Indicates that the resource is compatible with the referenced accessibility API. Values should be drawn from the approved vocabulary.,2026-03-10T17:57:17.628018403+01:00
https://orkg.org/property/P188087,P188087,accessibilityControl,Identifies input methods that are sufficient to fully control the described resource. Values should be drawn from the approved vocabulary.,2026-03-10T17:57:19.113091235+01:00
https://orkg.org/property/P188088,P188088,accessibilityFeature,"Content features of the resource, such as accessible media, alternatives and supported enhancements for accessibility. Values should be drawn from the approved vocabulary.",2026-03-10T17:57:20.607149602+01:00
https://orkg.org/property/P188089,P188089,accessibilityHazard,A characteristic of the described resource that is physiologically dangerous to some users. Related to WCAG 2.0 guideline 2.3. Values should be drawn from the approved vocabulary.,2026-03-10T17:57:22.07115504+01:00
https://orkg.org/property/P188090,P188090,accessibilitySummary,"A human-readable summary of specific accessibility features or deficiencies, consistent with the other accessibility metadata but expressing subtleties such as ""short descriptions are present but long descriptions will be needed for non-visual users"" or ""short descriptions are present and no long descriptions are needed"".",2026-03-10T17:57:23.444234789+01:00
https://orkg.org/property/P188080,P188080,accessMode,The human sensory perceptual system or cognitive faculty through which a person may process or perceive information. Values should be drawn from the approved vocabulary.,2026-03-10T17:56:49.82967992+01:00
https://orkg.org/property/P188085,P188085,accessModeSufficient,A list of single or combined accessModes that are sufficient to understand all the intellectual content of a resource. Values should be drawn from the approved vocabulary.,2026-03-10T17:57:15.875327747+01:00
https://orkg.org/property/P184084,P184084,accessRights,,2025-12-17T13:06:39.090388583+01:00
https://orkg.org/property/P184070,P184070,accessService,,2025-12-17T13:06:39.082866809+01:00
https://orkg.org/property/P188091,P188091,accountablePerson,Specifies the Person that is legally accountable for the CreativeWork.,2026-03-10T17:57:24.810292575+01:00
https://orkg.org/property/P18048,P18048,accuracy,The number of correctly predicted data points out of all the data points.,2020-04-23T09:01:47.664147+02:00
https://orkg.org/property/P58112,P58112,Accuracy (%),The percentage of correct predictions/classifications (in %),2022-06-27T21:08:14.146434Z
https://orkg.org/property/P74017,P74017,Accuracy (Agree),,2022-11-04T10:18:45.623255Z
https://orkg.org/property/P74018,P74018,Accuracy (Disagree),,2022-11-04T10:18:54.499383Z
https://orkg.org/property/P74019,P74019,Accuracy (Discuss),,2022-11-04T10:19:03.833657Z
https://orkg.org/property/P84013,P84013,Accuracy (Fake News),,2022-12-01T04:03:17.392248Z
https://orkg.org/property/P84012,P84012,Accuracy (Real News),,2022-12-01T04:03:06.369384Z
https://orkg.org/property/P74020,P74020,Accuracy (Unrelated),,2022-11-04T10:19:16.785112Z
https://orkg.org/property/P197141,P197141,accuracy adjusted,,2026-05-31T11:09:43.771625954+02:00
https://orkg.org/property/P200422,P200422,accuracy c,,2026-06-26T16:17:22.062441893+02:00
https://orkg.org/property/P68141,P68141,Accuracy for BOW+POS,,2022-08-27T05:26:49.840911Z
https://orkg.org/property/P68149,P68149,Accuracy in Development set (Dev_Acc),,2022-08-28T09:59:08.239785Z
https://orkg.org/property/P68150,P68150,Accuracy with ELMo,,2022-08-28T10:06:49.756482Z
https://orkg.org/property/P15052,P15052,Accuracy/Results,,2020-03-30T20:55:18.202+02:00
https://orkg.org/property/P25052,P25052,achieve,,2020-07-16T10:47:41.494488+02:00
https://orkg.org/property/P23050,P23050,achieved,,2020-06-08T12:09:55.356505+02:00
https://orkg.org/property/P7062,P7062,achieved by,,2020-01-29T17:10:44.555+01:00
https://orkg.org/property/P20030,P20030,achieves,,2020-05-29T09:16:12.777913+02:00
https://orkg.org/property/wikidata:P864,wikidata:P864,ACM Digital Library author ID,,2024-02-29T07:26:37.912524671+01:00
https://orkg.org/property/P188092,P188092,acquireLicensePage,"Indicates a page documenting how licenses can be purchased or otherwise acquired, for the current item.",2026-03-10T17:57:26.307825108+01:00
https://orkg.org/property/P7049,P7049,Acquisition,"The way data is acquired (e.g., manual, automatic, wild, etc.)",2020-01-21T10:53:07.069+01:00
https://orkg.org/property/P195096,P195096,acquisition mode,,2026-05-27T14:02:57.970309611+02:00
https://orkg.org/property/P199049,P199049,acquisition platform,,2026-06-22T13:08:57.224984711+02:00
https://orkg.org/property/P117078,P117078,acquisition type,,2023-06-17T20:58:34.688971+02:00
https://orkg.org/property/P5068,P5068,acronym,,2019-12-17T12:37:34.519+01:00
https://orkg.org/property/P200079,P200079,action,,2026-06-24T16:55:44.052660313+02:00
https://orkg.org/property/P129016,P129016,action marker,,2023-11-14T17:09:02.443708893+01:00
https://orkg.org/property/P203084,P203084,activated_parameters,"The subset of a Mixture-of-Experts (MoE) model’s parameters that are actually used (activated) for processing a given input, typically through selected expert networks.",2026-07-28T17:01:03.802625516+02:00
https://orkg.org/property/P183126,P183126,Activation,,2025-11-07T16:29:35.126962405+01:00
https://orkg.org/property/P15180,P15180,Activation method,"The main types of activation functions used in the feed-forward neural networks (FFN) of SLMs include: ReLU (Rectified Linear Unit), GELU (Gaussian Error Linear Unit), the GELU variant GELUtanh, the SiLU (Sigmoid Linear Unit) and the SwiGLU activation function ",2020-03-30T21:22:50.74+02:00
https://orkg.org/property/P174374,P174374,activation_threshold,,2025-05-16T21:30:27.853988631+02:00
https://orkg.org/property/P169007,P169007,active learning,,2025-04-03T15:41:50.623456546+02:00
https://orkg.org/property/P15656,P15656,Activity,,2020-03-31T12:17:33.005+02:00
https://orkg.org/property/P154068,P154068,activity type,The activity type research predicate describes the specific type of cognitive or physical activity that is the focus of the study or intervention in the research paper.,2024-08-24T08:52:46.980845933+02:00
https://orkg.org/property/P60003,P60003,actor,Model an element that interacts with the system,2022-07-14T12:27:26.729289Z
https://orkg.org/property/P174685,P174685,Actuality,The actuality of the data,2025-05-23T21:52:42.135726647+02:00
https://orkg.org/property/P37381,P37381,Actuation Method,,2021-05-30T15:19:47.781562+02:00
https://orkg.org/property/P15349,P15349,adaptation,,2020-03-31T09:39:46.883+02:00
https://orkg.org/property/P174281,P174281,adaptation type,,2025-05-16T13:46:17.053358114+02:00
https://orkg.org/property/P174338,P174338,adaptation_type,,2025-05-16T21:30:25.133309644+02:00
https://orkg.org/property/P15439,P15439,Adapter,,2020-03-31T10:08:07.187+02:00
https://orkg.org/property/P198058,P198058,adapter type,,2026-06-03T15:23:33.083338347+02:00
https://orkg.org/property/P67106,P67106,Adaptivity,,2022-08-14T17:03:22.085894Z
https://orkg.org/property/P160030,P160030,added features,This predicate indicates the new functionalities or elements that have been introduced or incorporated as part of the research contribution in the paper.,2024-11-30T19:24:29.102234756+01:00
https://orkg.org/property/P35006,P35006,Additional Component,,2021-04-06T14:37:33.389276+02:00
https://orkg.org/property/P200247,P200247,additional components,,2026-06-25T18:06:30.52559196+02:00
https://orkg.org/property/P59153,P59153,additional data,,2022-07-09T21:30:19.241111Z
https://orkg.org/property/P198300,P198300,additional data size,,2026-06-08T11:20:11.96063493+02:00
https://orkg.org/property/P123049,P123049,additional information,Additional elements that can be used to describe a resource,2023-10-11T13:34:07.984994+02:00
https://orkg.org/property/P161005,P161005,Additional Training Techniques,"The Additional Training Techniques property lists the specific additional methods and strategies used to train the SLMs. These training techniques are crucial for optimizing the performance, efficiency, and adaptability of SLMs, enabling them to handle a wide range of tasks effectively. ​",2024-12-13T21:58:47.166200934+01:00
https://orkg.org/property/P174200,P174200,additional_key_words,,2025-05-15T23:50:52.6691407+02:00
https://orkg.org/property/P96021,P96021,AdditionalDetails,,2023-01-24T10:54:54.761766Z
https://orkg.org/property/P160025,P160025,additionality,,2024-11-25T11:57:20.897569921+01:00
https://orkg.org/property/P188156,P188156,additionalType,"An additional type for the item, typically used for adding more specific types from external vocabularies in microdata syntax. This is a relationship between something and a class that the thing is in. Typically the value is a URI-identified RDF class, and in this case corresponds to the use of rdf:type in RDF. Text values can be used sparingly, for cases where useful information can be added without their being an appropriate schema to reference. In the case of text values, the class label should follow the schema.org style guide.",2026-03-10T18:00:03.627654223+01:00
https://orkg.org/property/P160027,P160027,Additive Manufacturing Process,,2024-11-28T19:20:25.04080406+01:00
https://orkg.org/property/P37141,P37141,Address,,2021-05-21T02:57:18.708216+02:00
https://orkg.org/property/P91004,P91004,address metadata,Refers to address of author(s) or the location of a conference or of a publisher. ,2022-12-17T08:55:27.078451Z
https://orkg.org/property/P7076,P7076,Addressed by,,2020-01-30T12:33:05.941+01:00
https://orkg.org/property/P178032,P178032,addressed RQ,Research Question 2 is addressed,2025-08-20T17:43:25.666761573+02:00
https://orkg.org/property/P174488,P174488,addressed_in,,2025-05-17T15:12:08.388968488+02:00
https://orkg.org/property/P0,P0,addresses,Physical address of the item.,2019-01-06T15:04:07.692Z
https://orkg.org/property/P198154,P198154,adjusted pvalue threshold,,2026-06-05T10:23:45.1561206+02:00
https://orkg.org/property/P130017,P130017,Adjusted random index (ARI),The Adjusted Rand Index (ARI) is a measure of the similarity between two data clusterings.,2023-11-27T17:11:19.510844484+01:00
https://orkg.org/property/ADMINISTERED_TO,ADMINISTERED_TO,administered to,,2021-12-21T16:37:36.396898+01:00
https://orkg.org/property/P41137,P41137,Administration level,The management of public affairs; government. Any city's authority.,2021-07-28T16:25:56.577281+02:00
https://orkg.org/property/P198350,P198350,administration mode,,2026-06-08T16:51:25.592371066+02:00
https://orkg.org/property/P198351,P198351,administration time,,2026-06-08T16:51:46.169591512+02:00
https://orkg.org/property/P18042,P18042,adopt,,2020-04-23T08:54:30.169601+02:00
https://orkg.org/property/P118038,P118038,adopted language,,2023-06-26T15:14:55.052967+02:00
https://orkg.org/property/P15023,P15023,Advantages,,2020-03-30T20:52:21.344+02:00
https://orkg.org/property/P23128,P23128,Adverse effect type,,2020-06-11T13:27:06.21621+02:00
https://orkg.org/property/P174518,P174518,affective_metrics,,2025-05-18T14:48:51.828216281+02:00
https://orkg.org/property/AFFECTS,AFFECTS,affects,,2021-12-21T16:30:58.676576+01:00
https://orkg.org/property/P174270,P174270,affects interaction,,2025-05-16T13:46:16.156702328+02:00
https://orkg.org/property/P174371,P174371,affects_interaction,,2025-05-16T21:30:27.642860152+02:00
https://orkg.org/property/P174303,P174303,affiliated with,,2025-05-16T13:46:18.70328399+02:00
https://orkg.org/property/P174402,P174402,affiliated_with,,2025-05-16T21:30:29.901833817+02:00
https://orkg.org/property/P7,P7,affiliation,"An organization that this person is affiliated with. For example, a school/university.",2019-01-06T15:04:07.692Z
https://orkg.org/property/P91003,P91003,affiliation metadata,Refers to affiliation of author(s) i.e. where they work at. Is true when the affiliation is present in the dataset,2022-12-17T08:54:43.512101Z
https://orkg.org/property/P74026,P74026,Affiliations,,2022-11-04T14:57:29.314933Z
https://orkg.org/property/P174171,P174171,affordance_description,https://www.wikidata.org/wiki/Q531136,2025-05-15T22:59:43.273222675+02:00
https://orkg.org/property/P174170,P174170,affordance_type,,2025-05-15T22:59:43.198666425+02:00
https://orkg.org/property/P198198,P198198,afterpulsing probability,,2026-06-05T15:32:29.051073106+02:00
https://orkg.org/property/P52005,P52005,age,"Aggregated information regarding participants' age - if available, including range, mean/median, standard deviation",2022-04-25T21:55:56.662707Z
https://orkg.org/property/P181074,P181074,age group/cohort,age group,2025-10-04T19:28:52.019208414+02:00
https://orkg.org/property/P197094,P197094,age range,,2026-05-31T09:09:56.060211557+02:00
https://orkg.org/property/P175067,P175067,age_groups,age of study participants,2025-07-02T19:34:45.002103442+02:00
https://orkg.org/property/P195003,P195003,Agent Architecture,,2026-05-21T16:25:43.882396655+02:00
https://orkg.org/property/P41459,P41459,Aggregate-based measurements,,2021-08-31T10:21:09.980285+02:00
https://orkg.org/property/P41460,P41460,Aggregate-based measures,,2021-08-31T10:21:34.619092+02:00
https://orkg.org/property/P188093,P188093,aggregateRating,"The overall rating, based on a collection of reviews or ratings, of the item.",2026-03-10T17:57:27.703943213+01:00
https://orkg.org/property/P5027,P5027,Aggregation,,2019-12-17T11:40:16.048+01:00
https://orkg.org/property/P15231,P15231,Aggregation level,,2020-03-30T21:29:22.757+02:00
https://orkg.org/property/P175025,P175025,aggregation_model,,2025-06-26T17:09:59.379107589+02:00
https://orkg.org/property/P15065,P15065,"Agile
Method",,2020-03-30T20:57:17.752+02:00
https://orkg.org/property/P170012,P170012,AI application,"This predicate indicates the use of artificial intelligence (AI) in a specific application context, as a salient property to describe the research contribution of a paper.",2025-04-22T21:41:56.285773912+02:00
https://orkg.org/property/P202025,P202025,AI approach,,2026-07-19T14:12:34.674822654+02:00
https://orkg.org/property/P174288,P174288,ai components,,2025-05-16T13:46:17.582507809+02:00
https://orkg.org/property/P175020,P175020,AI Model,,2025-06-22T19:38:41.513256475+02:00
https://orkg.org/property/P104016,P104016,AI paradigm,"The artificial Intelligence paradigm that is used in the Neural-symbolic research (e.g., connectionist AI, symbolic AI)",2023-03-10T14:05:53.855678Z
https://orkg.org/property/P207003,P207003,AI system type,,2026-08-12T16:00:45.633459039+02:00
https://orkg.org/property/P172006,P172006,AI techniques,,2025-04-29T18:09:22.695248298+02:00
https://orkg.org/property/P172023,P172023,AI technology,AI technology used to solve the problem,2025-04-30T14:18:36.827945426+02:00
https://orkg.org/property/P178044,P178044,AI tool,AI tool e.g. Large Language Modells like ChatGPT,2025-08-20T18:28:41.861180589+02:00
https://orkg.org/property/P170011,P170011,AI types,AI types utilized in the research study,2025-04-22T21:36:59.619053003+02:00
https://orkg.org/property/P174463,P174463,ai_components,,2025-05-17T09:35:45.183461905+02:00
https://orkg.org/property/P145015,P145015,aim ,Aim of the contribution. Similar to 'research question' but more casual. ,2024-05-20T13:12:42.502189806+02:00
https://orkg.org/property/P37332,P37332,Aims and Objectives,,2021-05-27T08:26:12.793069+02:00
https://orkg.org/property/P4058,P4058,Aktivität,,2019-01-06T15:04:07.692Z
https://orkg.org/property/P180012,P180012,ALD scheme (precursors),"The precursor pair(s) used in the ALD process (e.g., TMA/H₂O, TEOS/H₂O, TiCl₄/NH₃).",2025-09-05T17:04:04.885163529+02:00
https://orkg.org/property/P161007,P161007,ALDMethod,,2024-12-18T02:12:15.668202647+01:00
https://orkg.org/property/P15172,P15172,Alg. Complexity,,2020-03-30T21:15:36.746+02:00
https://orkg.org/property/P2001,P2001,Algorithm,"A finite sequence of rigorous well-defined instructions, typically used to solve a class of specific problems or to perform a computation.",2019-01-06T15:04:07.692Z
https://orkg.org/property/P25004,P25004,Algorithm and Techniques,,2020-07-10T16:01:32.362307+02:00
https://orkg.org/property/P15022,P15022,Algorithm name,,2020-03-30T20:52:21.275+02:00
https://orkg.org/property/P175016,P175016,Algorithm or Method,,2025-06-22T19:12:28.63814547+02:00
https://orkg.org/property/P198222,P198222,algorithm type,,2026-06-08T10:05:56.204371191+02:00
https://orkg.org/property/P58069,P58069,Algorithm used,The algorithm used for an implemented approach.,2022-06-25T11:16:22.338677Z
https://orkg.org/property/P15291,P15291,Algorithm(s),,2020-03-30T21:50:11.885+02:00
https://orkg.org/property/P58074,P58074,Algorithm(s) used,,2022-06-25T15:12:49.470066Z
https://orkg.org/property/P184307,P184307,Algorithms,,2026-01-13T15:10:54.605321483+01:00
https://orkg.org/property/P156071,P156071,algoritm implementation,This predicate indicates the successful implementation of an algorithm as a key aspect of the research contribution. It highlights the development and integration of a computational procedure or set of rules to solve a specific problem or optimize a certain process within the context of the research study.,2024-09-28T14:39:09.927754137+02:00
https://orkg.org/property/P163024,P163024,alias,,2025-01-28T15:58:03.084426128+01:00
https://orkg.org/property/P59139,P59139,aligned to,,2022-07-08T08:09:28.647868Z
https://orkg.org/property/P59140,P59140,aligned with,,2022-07-08T08:09:46.352087Z
https://orkg.org/property/P198043,P198043,alignment rate,,2026-06-03T14:56:11.064161947+02:00
https://orkg.org/property/P198096,P198096,alignment tool,,2026-06-03T16:29:13.39643901+02:00
https://orkg.org/property/P23112,P23112,allocation concealment,,2020-06-11T13:22:16.950808+02:00
https://orkg.org/property/P135050,P135050,allows editing,"Does it allow editing? 
",2024-02-21T10:48:55.991595516+01:00
https://orkg.org/property/P135047,P135047,allows graph view,does the application provide a graph view,2024-02-21T10:40:31.997767681+01:00
https://orkg.org/property/P118077,P118077,Allows personalization,"True, if the technology can consider individual characteristics of a user",2023-07-01T08:40:23.11418+02:00
https://orkg.org/property/P118070,P118070,Allows self-learning,Should the learning process be supervised,2023-07-01T08:31:55.228417+02:00
https://orkg.org/property/P135051,P135051,allows source attribution,explains where the information comes from,2024-02-21T10:50:54.287864612+01:00
https://orkg.org/property/P163006,P163006,allows_unbiased_estimation,,2025-01-15T11:52:38.792501122+01:00
https://orkg.org/property/P197060,P197060,alloy designation,,2026-05-30T23:17:55.690326232+02:00
https://orkg.org/property/P41843,P41843,also known as,,2021-10-05T08:00:55.756013+02:00
https://orkg.org/property/P163002,P163002,AlternateIdentifier,,2025-01-15T00:19:50.258008507+01:00
https://orkg.org/property/P163003,P163003,alternateIdentifierType,"same as: DataCite optional metadata field:
11.a alternateIdentifierType
Occurrences: 1
Definition: The type of the AlternateIdentifier.
Allowed values, examples, other constraints:
Free text.
If alternateIdentifier is used, alternateIdentifierType is mandatory.",2025-01-15T00:24:45.265549783+01:00
https://orkg.org/property/SCHEMAORG:alternateName,SCHEMAORG:alternateName,alternateName,An alias for the item.,2022-08-09T09:11:34.965931Z
https://orkg.org/property/P36018,P36018,alternative label,An alternative lexical label for a resource,2021-05-06T08:20:37.035847+02:00
https://orkg.org/property/wikidata:P4970,wikidata:P4970,alternative name,,2023-05-03T14:17:01.485182+02:00
https://orkg.org/property/P201004,P201004,alternative task,An other task that is an option for replacement of this task,2026-07-10T12:42:07.99731942+02:00
https://orkg.org/property/P188094,P188094,alternativeHeadline,A secondary title of the CreativeWork.,2026-03-10T17:57:29.425673806+01:00
https://orkg.org/property/alternativeName,alternativeName,alternativeName,"The alternative name is the opposite of abbreviation and describes a longer name for a given software. Often a software is referred to by its acronym but a more complex, alternative name of the software is provided for completeness",2022-02-22T10:06:22.96276+01:00
https://orkg.org/property/P105060,P105060,altLabel,,2023-03-15T14:00:19.543729Z
https://orkg.org/property/P200526,P200526,ambient conditions,,2026-06-27T11:11:54.079966755+02:00
https://orkg.org/property/P83011,P83011,Ambiguity handling,,2022-12-01T01:19:50.702574Z
https://orkg.org/property/P15302,P15302,AMHS configuration,,2020-03-31T09:13:31.03+02:00
https://orkg.org/property/P15316,P15316,Amount of data,,2020-03-31T09:14:46.571+02:00
https://orkg.org/property/P110110,P110110,amount of explained triples,Amount of triples the method is able to explain,2023-05-03T00:03:10.246006+02:00
https://orkg.org/property/P59213,P59213,amount of participants,,2022-07-11T19:29:51.969764Z
https://orkg.org/property/P41923,P41923,Amount of Questions,,2021-10-21T23:49:50.676136+02:00
https://orkg.org/property/P71056,P71056,amount of questions in training data,This is the number of questions with their responses in the training data,2022-09-22T08:05:38.747827Z
https://orkg.org/property/P62074,P62074,Amount of samples,The number of soil samples collected from the entire study area,2022-07-23T13:55:02.831438Z
